CP1,Traquair House,55.608196,-3.0647188
CP2,Birkscairn Hill,55.586786,-3.1521642
CP3,Hundleshope,55.592973,-3.1914183
CP4,Stob Law,55.586477,-3.2231703
CP5,Glenrath Farm,55.595904,-3.2597959
CP6,Whitelaw Hill,55.605633,-3.2793573
CP7,Stobo Home Farm,55.619055,-3.3053344
CP8,Trahenna Hill,55.622478,-3.3735540
CP9,Ratchill Farm,55.613190,-3.4002200
Finish,Broughton,55.610169,-3.4129956
